stey'yen	〈動詞〉	過ぎる
xaenk	〈動詞〉	介入する・手を出す・口出す
leyz	〈動詞〉	回転する・回る
pal	〈動詞〉	開ける
icno	〈動詞〉	革命する・大きく変わる・様変わる・打ち倒す
	〈名詞〉	革命
misrote	〈動詞〉	叶う・実現する
ekatt	〈動詞〉	完成する
wirt	〈動詞〉	感じる
bieq	〈動詞〉	感謝する
aklenz	〈動詞〉	感染する
deytam	〈動詞〉	喜ぶ
dey	〈動詞〉	喜ぶ
	〈感嘆詞〉	やったぜ
	〈形容詞〉	喜ばしき・うれしい
Kwosta	〈動詞〉	帰ってくる
Zofcis	〈動詞〉	気付く・見出す・はっとする
iclas	〈動詞〉	記す・記録する
oRga	〈動詞〉	記録する
yiska	〈動詞〉	記録する・録音する
walwo	〈動詞〉	起こる・起きる・おこる
Cente	〈動詞〉	輝く
danbi	〈動詞〉	逆らう・反目する
akCaq	〈動詞〉	救う・助ける
goda	〈動詞〉	求める・望む
ktor	〈動詞〉	泣く・涙を流す
hae	〈動詞〉	居る・居座る・(じっと)留まる
akacoln	〈動詞〉	虚化する
kuliuM	〈動詞〉	協力する
hwote	〈動詞〉	叫ぶ
enaulu	〈動詞〉	教えてもらう
enia	〈動詞〉	教える
Zanta	〈動詞〉	興味を失う・飽きる
amunow	〈動詞〉	苦労する
Kgyw	〈動詞〉	苦労する
fladus	〈動詞〉	掘り出す・発掘する
nasM	〈動詞〉	繰り返す・回す
attyela	〈動詞〉	形容する・修飾する
tante	〈動詞〉	繋ぐ・連結する・結びつける
cirj	〈動詞〉	計算する
maynor	〈動詞〉	警戒する
tuel	〈動詞〉	嫌う
befise	〈動詞〉	嫌になる・音を上げる・あきらめる
Ceyka	〈動詞〉	建てる・建築する
Zofte	〈動詞〉	見つける・見出す
cef	〈動詞〉	見つめる・じっと観測する
jent	〈動詞〉	見る
lapes	〈動詞〉	現れる・顔を出す
meantam	〈動詞〉	言い訳をする
fog	〈動詞〉	言う・伝える
qyn	〈動詞〉	呼ばれる・名される
gena	〈動詞〉	枯れる
genQ	〈動詞〉	工事する・作る・作り替える
akcino	〈動詞〉	更新する・改める
klant	〈動詞〉	絞める
aken	〈動詞〉	考える・希哲する
oRo	〈動詞〉	行く・行軍する・往く
asCu	〈動詞〉	塞ぎ・蓋
Kenir	〈動詞〉	彩る・花を添える
Kenxy	〈動詞〉	裁く・責める・譴責する・けん責する
aklas	〈動詞〉	咲く
jrq	〈動詞〉	作る
Zikka	〈動詞〉	作業する
daam	〈動詞〉	殺す・めためたに壊す
bermo	〈動詞〉	散乱する・散らかる
qem	〈動詞〉	産まれる・生まれる・誕生する
xale	〈動詞〉	斬る
icalur	〈動詞〉	斬る・切断する・絶つ
neeq	〈動詞〉	残す・継承する・(その場にいなくとも)影響を及ぼす
tuRo	〈動詞〉	使う
Diwemo	〈動詞〉	刺す・(悪意を以って生物を)刃物で刺す
xarlo	〈動詞〉	始まる・始める
arqs	〈動詞〉	思い込む
aritto	〈動詞〉	止まる・中止される
suoh	〈動詞〉	止める・やめる
Seno	〈動詞〉	止める・妨げる・邪魔をする
dort	〈動詞〉	死ぬ
yelda	〈動詞〉	死ぬ
Cy'as	〈動詞〉	試みる・やってみる
xik	〈動詞〉	似合う
	〈形容詞〉	似合った・見合った
Zijtes	〈動詞〉	持ち去る・(故意に)持って行く
nanta	〈動詞〉	持つ・所有する
klse	〈動詞〉	自覚する
weera	〈動詞〉	実行する・する・Do
antent	〈動詞〉	写す写生する
	〈形容詞〉	生き写しの
ayn	〈動詞〉	射る
messe	〈動詞〉	主張する
derkente	〈動詞〉	手をつなぐ
azapes	〈動詞〉	手放す・失う
webens	〈動詞〉	終わる
opininis	〈動詞〉	集中を切らす・よそ見をする
	〈動詞〉	怠惰である・さぼる
deytor	〈動詞〉	祝う
elib	〈動詞〉	出会う
xinks	〈動詞〉	出題する
helka	〈動詞〉	書く・記す
cily	〈動詞〉	床・地面
edylot	〈動詞〉	消す・削る
aber	〈動詞〉	笑う・嘲る
CistiM	〈動詞〉	紹介する
xeymeaQ	〈動詞〉	証明する・納得させる
Qazin	〈動詞〉	拭う・拭きとる
carikari	〈動詞〉	殖える・増殖する
tylrx	〈動詞〉	触る
xrdi	〈動詞〉	食べる
swonk	〈動詞〉	信じる・信用する
cyp	〈動詞〉	進む
kor'ey	〈動詞〉	進む・進軍する
nord	〈動詞〉	震える
xarust	〈動詞〉	水が染みこむ・深く濡れる
caj	〈動詞〉	数える・指折り数える
	〈名詞〉	数える・指折り数える
las	〈動詞〉	成す・為す・～とする
esscl	〈動詞〉	整頓する・掃除する
si'ja	〈動詞〉	生きる
car	〈動詞〉	生み出す・出産する
adelni	〈動詞〉	石打ちする
	〈名詞〉	石打ち
jes	〈動詞〉	切る
Cygena	〈動詞〉	雪枯する・雪がなくなる
lust	〈動詞〉	染みになる・(味が)染みる・しみる
caow	〈動詞〉	走る
lfela	〈動詞〉	増える
iyenmi	〈動詞〉	息をつく・休憩する・ほっとする
yeinad	〈動詞〉	捉える
ayein	〈動詞〉	足す・加算する
oKnak	〈動詞〉	続く
eCu	〈動詞〉	続く・(これから先にも)続いている
Ton	〈動詞〉	存在する
Zorne	〈動詞〉	対応する・(一対一で)結びつく
Satis	〈動詞〉	耐える
satis	〈動詞〉	耐える
hayl	〈動詞〉	待ち構える・張り込む
kint	〈動詞〉	待つ
elq'o	〈動詞〉	貸す
Diko	〈動詞〉	叩く・殴打する・殴る
grus	〈動詞〉	奪う・強奪する
Zbeft	〈動詞〉	探す
wenks	〈動詞〉	弾く
jelen	〈動詞〉	断髪する・髪を切る
iM	〈動詞〉	知る
	〈感嘆詞〉	あぁ。・そうだったのか
pos	〈動詞〉	置く
skrlin	〈動詞〉	喋る・話す・雑談する
sent	〈動詞〉	聴く
oz'ak	〈動詞〉	超える・飛び越える
Nako	〈動詞〉	掴む
fecy	〈動詞〉	貼り付ける・接着する
tuk	〈動詞〉	転がる
enest	〈動詞〉	伝える
gulain	〈動詞〉	怒る
tweek	〈動詞〉	投げる
tawor	〈動詞〉	到達する
font	〈動詞〉	到着する・到達する
Kery	〈動詞〉	討伐する・成敗する・やっつける
ukRe	〈動詞〉	逃げる・逃走する
velin	〈動詞〉	頭に乗せる・(帽子などを)かぶる
	〈接続詞〉	乗せる・乗せた・乗せ
mok	〈動詞〉	働く・はたらく・労働する
wog	〈動詞〉	動く・動かす・動作する
lary	〈動詞〉	突く・衝く
mujas	〈動詞〉	入る・侵入する
moni	〈動詞〉	入浴する・お風呂に入る
sinlaxx	〈動詞〉	年末
Cgy	〈動詞〉	悩む
aCown	〈動詞〉	廃る
yed	〈動詞〉	買う
zay	〈動詞〉	売る・商売する・交換する
hyurZa	〈動詞〉	剥がす・剥ぐ・削ぐ・(獲物などを)解体する
belni	〈動詞〉	拍手をする
alrtai	〈動詞〉	薄汚れた
verent	〈動詞〉	爆破する
veqa	〈動詞〉	爆発する
zyka	〈動詞〉	発音する・読む
esiaty	〈動詞〉	発生する・生えてくる
yaldia	〈動詞〉	抜ける・しなびる
okan	〈動詞〉	判断する
ZofKo	〈動詞〉	判別する・見つける・分かる
waif	〈動詞〉	疲れる
	〈形容詞〉	疲れた
nasvel	〈動詞〉	被る
maace	〈動詞〉	非難する・糾弾する
tyfal	〈動詞〉	必要になる
reyla	〈動詞〉	評価する・採点する
gr'rin	〈動詞〉	描く
jeta	〈動詞〉	風が吹く
	〈形容詞〉	風の強い
meluain	〈動詞〉	風邪をひく
worp	〈動詞〉	覆う・庇護する・保護する・隠す
fwel	〈動詞〉	聞かれる・聞いてもらう
fuo	〈動詞〉	聞く
elence	〈動詞〉	並べる
	〈動詞〉	掛ける・掛け算する
akac	〈動詞〉	変わる・変化する
cekten	〈動詞〉	歩く
noupw	〈動詞〉	包む
denva	〈動詞〉	崩れる
torpol	〈動詞〉	望む・欲する・切望する
miwa	〈動詞〉	満ちている・満ちる
	〈形容詞〉	満ち足りた
tyxen	〈動詞〉	味わう
niha	〈動詞〉	眠る・休息する・睡眠
iprii	〈動詞〉	鳴く
Cilon	〈動詞〉	滅ぼす・抹消する
skr'ro	〈動詞〉	黙る・口を閉じる
fiv	〈動詞〉	戻る・やめる・後退する
hekum	〈動詞〉	貰う・受益する
vote	〈動詞〉	踊る
	〈動詞〉	演ずる
goon	〈動詞〉	欲しがる・欲す
luku	〈動詞〉	落ちる
alke	〈動詞〉	落とす
jeni	〈動詞〉	理解する・了解する・諒解する
	〈感嘆詞〉	そう・はい・yes
siataa	〈動詞〉	立ち尽くす・立ちすくむ・ひるむ
sianti	〈動詞〉	立つ
meyli	〈動詞〉	流れる・滴る・滑り落ちる
galoo	〈動詞〉	冷たくある・冷たい
entiv	〈動詞〉	練習する
etyskks	〈動詞〉	錬金する
ons	〈動詞〉	嗅ぐ
stey	〈副詞〉	～の目の前で
	〈前置詞〉	～の目の前で
oztliakks	〈副詞〉	あさってに
	〈名詞〉	あさって・明後日
yekk	〈副詞〉	あの日・その時
jae	〈副詞〉	いつか・そのうち
jar	〈副詞〉	いつかの・いつかに
pay	〈副詞〉	いつも・しょっちゅう
ozty'akks	〈副詞〉	おとといに
	〈名詞〉	おととい・おとつい・一昨日
osni	〈副詞〉	ここで・ここの
osti	〈副詞〉	ここには・ここに(前述の場所を受けて)
nalia	〈副詞〉	ずっと・延々と
canor	〈副詞〉	そばに・近くに
sRlen	〈副詞〉	そろそろ・遠くなく
pal'an	〈副詞〉	とうに・すでに・随分と前に
felir	〈副詞〉	とても
lova	〈副詞〉	とても
lagey	〈副詞〉	また・再び・再度
bast	〈副詞〉	やっぱり・やはり
	〈感嘆詞〉	それみたことか！・ざまぁみろ
akku	〈副詞〉	過去に
	〈名詞〉	過去・経験
soktohye	〈副詞〉	過剰に・無駄に
akozitt	〈副詞〉	確かに・間違いなく
segnq'a	〈副詞〉	強く・強烈に
segta	〈副詞〉	強大な
wis	〈副詞〉	今・ただ今
ilyan	〈副詞〉	今更に
Ceaks	〈副詞〉	今日に
ty'akks	〈副詞〉	昨日に
wilvo	〈副詞〉	思っていたよりも・予想外に
godir	〈副詞〉	自在に・思いのままに・望むままに
	〈形容詞〉	自在な・思いのままの
jorTikk	〈副詞〉	初めて
kaws	〈副詞〉	速く
wiot	〈副詞〉	沢山に・たっぷり・いっぱい
henpty'a	〈副詞〉	短縮して・簡潔に
myjot	〈副詞〉	本気で・真剣に・冗談でなく
pirgekks	〈副詞〉	毎日
kasi	〈副詞〉	未だ・まだ
illa	〈副詞〉	未来
myeise	〈副詞〉	無視して・気にせずに
teavaqty	〈副詞〉	無秩序に・混沌と
	〈形容詞〉	無秩序な・混沌の・乱雑な
tliakks	〈副詞〉	明日に
kap	〈文頭詞〉	～だから～だろう
venial	〈文頭詞〉	～だとしても・しかし
kix	〈文頭詞〉	～でも・しかし
in	〈文頭詞〉	～なので
kaste	〈文頭詞〉	～らしいと聞いた不確定だが
bale	〈文頭詞〉	きっと
felmas	〈文頭詞〉	だから
luen	〈文頭詞〉	たぶん・恐らく・推量
klaste	〈文頭詞〉	また・同時に・さらに
pniaCa	〈文頭詞〉	もしも～なら・if
bey	〈文頭詞〉	もしも～なら・if
	〈動詞〉	閉じる
enca	〈文頭詞〉	意外と・案外
ZalaK	〈文頭詞〉	仮定しての・まさか
hel	〈文頭詞〉	疑問の文頭詞
baCCu	〈文頭詞〉	具体的には～・例を挙げれば～
post	〈文頭詞〉	次には・話題の発展
kross	〈文頭詞〉	次は～について～・話題の転換
selcw	〈文頭詞〉	話は変わるが・そうそう・そういえば
gles	〈名詞〉	!!
Qaul	〈名詞〉	(貫通した)穴
yon	〈名詞〉	(群れた)人・群衆・集団
kpolla	〈名詞〉	(樹性の)果物・果実
