word,trans,exp,level,memory,modify,pron,filelink
"jir","","【訳語】
～のような・装飾の活用
【用例】
【活用】名詞や動詞に後置し形容詞化する、 (de)",0,0,0,""
"Kr","","【訳語】
～の持つ・所有の活用
【用例】
【活用】karとも発音する、名詞に後置し～の持つ～の形にする。 (de)",0,0,0,""
"ly","","【訳語】
～した・完了の活用
【用例】
【活用】動詞に後置し完了形にする、終わらせるという動詞にも使う (de)",0,0,0,""
"on","","【訳語】
～できる・可能の活用
【用例】
【活用】動詞に後置して～が可能であるということを示す。 (de)",0,0,0,""
"pa","","【訳語】
～達・複数形の活用
【用例】
【活用】 (de)",0,0,0,""
"uks","","【訳語】
～の・名詞化の活用
【用例】
【活用】 (de)",0,0,0,""
"uR","","【訳語】
～している・進行の活用
【用例】
【活用】 (de)",0,0,0,""
"uxxe","","【訳語】
～す・未来の活用
【用例】
【活用】 (de)",0,0,0,""
"xel","","【訳語】
～するべき・義務の活用
【用例】
【活用】 (de)",0,0,0,""
"yur","","【訳語】
～っていく・緩い進行の活用
【用例】
【活用】 (de)",0,0,0,""
"Zir","","【訳語】
～したい・希望の活用
【用例】
【活用】 (de)",0,0,0,""
"aldeyn","","【訳語】
あけおめ
【用例】
【感嘆詞】本来の形は”aleksKr cykk deyny”となり、意味は”喜ばしいアレクスの日”、元々は元旦を指す言葉ったが、転じて祝う言葉となった。 (de)",0,0,0,""
"Cao","","【訳語】
シャオ！
【用例】
【感嘆詞】主に他人を誘う時に使う掛け声 (de)",0,0,0,""
"cayna","","【訳語】
よろしく
【用例】
【感嘆詞】初対面の相手への自己紹介が終わった時に使う、言われた相手はcaynalと返すのが礼儀。 (de)",0,0,0,""
"Cirordo","","【訳語】
さよなら
【用例】
【感嘆詞】 (de)",0,0,0,""
"dag","","【訳語】
(注目を求めるときの)ほら
【用例】
【感嘆詞】 (de)",0,0,0,""
"eriy","","【訳語】
いいえ・no
【用例】
【感嘆詞】 (de)",0,0,0,""
"isea","","【訳語】
～したくない
【用例】
【感嘆詞】何かを誘われたとき、それを断るときに使う。 (de)",0,0,0,""
"jeni","","【訳語】
そう・はい・yes
【用例】
【感嘆詞】理解するという動詞にも使う (de)",0,0,0,""
"jeru","","【訳語】
そう・はい・yes
【用例】
【感嘆詞】理解するという動詞にも使う (de)",0,0,0,""
"VeQ","","【用例】
【感嘆詞】derleであらわせる最高級の侮辱、一度言ったら復縁できないと思ったほうがいい。 (de)",0,0,0,""
"walfyYa","","【訳語】
おはよう
【用例】
【感嘆詞】主に朝～正午まで用いられる挨拶、地方によるが午後に使うと侮辱になり大変危険 (de)",0,0,0,""
"cyow","","【訳語】
名称を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"erDi","","【訳語】
目的語を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"felio","","【訳語】
場所を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"hard","","【訳語】
主語を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"igar","","【訳語】
時制を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"lgy","","【訳語】
数詞を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"tuzi","","【訳語】
形容詞を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"wels","","【訳語】
理由を問う
【用例】
【疑問詞】 (de)",0,0,0,""
"ady","","【訳語】
調子の悪い
【用例】
【形容詞】 (de)",0,0,0,""
"akozitt","","【訳語】
確かに・間違いなく
【用例】
【形容詞】 (de)",0,0,0,""
"alekt","","【訳語】
～でない(強い否定)
【用例】
【形容詞】 (de)",0,0,0,""
"alQe","","【訳語】
ありえない
【用例】
【形容詞】 (de)",0,0,0,""
"arlslen","","【訳語】
中級の
【用例】
【形容詞】 (le)",0,0,0,""
"beanik","","【訳語】
汚い
【用例】
【形容詞】 (de)",0,0,0,""
"cagna","","【訳語】
凡百の
【用例】
【形容詞】 (de)",0,0,0,""
"cai","","【訳語】
あの
【用例】
【形容詞】 (de)",0,0,0,""
"canorir","","【訳語】
近くの・目と鼻の先の
【用例】
【形容詞】 (de)",0,0,0,""
"caqr","","【訳語】
少ない
【用例】
【形容詞】 (de)",0,0,0,""
"Cayly","","【訳語】
単純な
【用例】
【形容詞】 (de)",0,0,0,""
"celuey","","【訳語】
華やかな
【用例】
【形容詞】 (de)",0,0,0,""
"Ceniy","","【訳語】
綺麗な
【用例】
【形容詞】 (de)",0,0,0,""
"cieyni","","【訳語】
再びの
【用例】
【形容詞】 (de)",0,0,0,""
"Cleq","","【訳語】
酸っぱい
【用例】
【形容詞】 (de)",0,0,0,""
"deyny","","【訳語】
喜ばしい
【用例】
【形容詞】 (de)",0,0,0,""
"dyr","","【訳語】
短い
【用例】
【形容詞】 (de)",0,0,0,""
"edyrsu","","【訳語】
伝統の・特別な
【用例】
【形容詞】 (de)",0,0,0,""
"elia","","【訳語】
偉大
【用例】
【形容詞】 (de)",0,0,0,""
"enoks","","【訳語】
次の・続いた先
【用例】
【形容詞】 (de)",0,0,0,""
"ent","","【訳語】
うるさい・耳障りな
【用例】
【形容詞】 (de)",0,0,0,""
"eriq","","【訳語】
そのままの・むき出しの
【用例】
【形容詞】 (de)",0,0,0,""
"essa","","【訳語】
正式
【用例】
【形容詞】 (de)",0,0,0,""
"felir","","【訳語】
とても
【用例】
【形容詞】 (de)",0,0,0,""
"fycw","","【訳語】
普段の・特別でない
【用例】
【形容詞】 (de)",0,0,0,""
"gailen","","【訳語】
下級の
【用例】
【形容詞】 (le)",0,0,0,""
"gerks","","【訳語】
絵のような
【用例】
【形容詞】 (de)",0,0,0,""
"godir","","【訳語】
自在に・思いのままに
【用例】
【形容詞】 (de)",0,0,0,""
"gordi","","【訳語】
大きい
【用例】
【形容詞】 (de)",0,0,0,""
"gulist","","【訳語】
怒り
【用例】
【形容詞】 (de)",0,0,0,""
"helsten","","【訳語】
下級以下の
【用例】
【形容詞】 (le)",0,0,0,""
"henpty'a","","【訳語】
短縮して・簡潔に
【用例】
【形容詞】 (de)",0,0,0,""
"jenirt","","【訳語】
一番の
【用例】
【形容詞】 (de)",0,0,0,""
"jorlisk","","【訳語】
外来の、外因の
【用例】
【形容詞】 (de)",0,0,0,""
"jorq","","【訳語】
怪しい
【用例】
【形容詞】 (de)",0,0,0,""
"katty","","【訳語】
そのままの・本来の
【用例】
【形容詞】 (de)",0,0,0,""
"KeRw","","【訳語】
良い
【用例】
【形容詞】英語の""good”に近い意味、ただし”好ましい”の意味もある。 (de)",0,0,0,""
"Kon","","【訳語】
高位の
【用例】
【形容詞】 (de)",0,0,0,""
"korpu","","【訳語】
近い
【用例】
【形容詞】物理的な近さ (de)",0,0,0,""
"Kwikk","","【訳語】
広い
【用例】
【形容詞】 (de)",0,0,0,""
"Kyyn","","【訳語】
狂った
【用例】
【形容詞】 (de)",0,0,0,""
"lagey","","【訳語】
また・再び・再度
【用例】
【形容詞】 (de)",0,0,0,""
"lalu","","【訳語】
唯一の
【用例】
【形容詞】 (de)",0,0,0,""
"lanjett","","【訳語】
空中の
【用例】
【形容詞】 (de)",0,0,0,""
"lea","","【訳語】
～だけの・唯一～の
【用例】
【前置詞】 (de)",0,0,0,""
"leyM","","【訳語】
（程度などが）高い
【用例】
【形容詞】 (de)",0,0,0,""
"likka","","【訳語】
先験的な
【用例】
【形容詞】 (de)",0,0,0,""
"lisk","","【訳語】
外からの
【用例】
【形容詞】 (de)",0,0,0,""
"lott","","【訳語】
人工的・不自然な
【用例】
【形容詞】 (de)",0,0,0,""
"Luirt","","【訳語】
三番目
【用例】
【形容詞】 (de)",0,0,0,""
"nalia","","【訳語】
ずっと・延々と
【用例】
【形容詞】 (de)",0,0,0,""
"netu","","【訳語】
みずぼらしい
【用例】
【形容詞】 (de)",0,0,0,""
"olka","","【訳語】
下品な
【用例】
【形容詞】 (ax)",0,0,0,""
"pal'an","","【訳語】
とうに・すでに・随分と前に
【用例】
【形容詞】 (le)",0,0,0,""
"piker","","【訳語】
後験的な
【用例】
【形容詞】 (de)",0,0,0,""
"qast","","【訳語】
空想の
【用例】
【形容詞】 (de)",0,0,0,""
"riven","","【訳語】
お手本・模範的な
【用例】
【形容詞】 (de)",0,0,0,""
"Rlrd","","【訳語】
古い
【用例】
【形容詞】 (de)",0,0,0,""
"segn","","【訳語】
強い
【用例】
【形容詞】 (de)",0,0,0,""
"skirt","","【訳語】
二番目の
【用例】
【形容詞】 (de)",0,0,0,""
"stey","","【訳語】
～の目の前で
【用例】
【前置詞】 (de)",0,0,0,""
"tang","","【訳語】
～ばかりを
【用例】
【前置詞】 (de)",0,0,0,""
"teyntaq","","【訳語】
捗っている・捗々しい
【用例】
【形容詞】 (de)",0,0,0,""
"tilbs","","【訳語】
大事ではない・不必要な
【用例】
【形容詞】 (de)",0,0,0,""
"tily","","【訳語】
多い
【用例】
【形容詞】 (de)",0,0,0,""
"tolt","","【訳語】
盲目の・見えない
【用例】
【形容詞】 (de)",0,0,0,""
"trew","","【訳語】
チープな・安っぽい
【用例】
【形容詞】 (de)",0,0,0,""
"tywar","","【訳語】
真ん中
【用例】
【形容詞】 (de)",0,0,0,""
"vel'ed","","【訳語】
野生の
【用例】
【形容詞】 (de)",0,0,0,""
"veliq","","【訳語】
法的な・法に定められた
【用例】
【形容詞】 (de)",0,0,0,""
"virKKat","","【訳語】
半分
【用例】
【形容詞】 (de)",0,0,0,""
"vortlen","","【訳語】
上級の
【用例】
【形容詞】 (le)",0,0,0,""
"vytel","","【訳語】
綺麗な
【用例】
【形容詞】 (de)",0,0,0,""
"waif","","【訳語】
疲れる
【用例】
【形容詞】 (de)",0,0,0,""
"xelnik","","【訳語】
綺麗な・清浄な
【用例】
【形容詞】 (de)",0,0,0,""
"xiy","","【訳語】
新しい
【用例】
【形容詞】 (de)",0,0,0,""
"xleyn","","【訳語】
正常な
【用例】
【形容詞】 (de)",0,0,0,""
"yeing","","【訳語】
産まれたての・幼い
【用例】
【形容詞】 (de)",0,0,0,""
"nel","","【訳語】
～など
【用例】
【後置詞】代名詞・名詞の後に置き”～のみならず”という意味になる、主語として使うと”皆・この場の全員”となる、目的語にはならないので注意。 (de)",0,0,0,""
"tete","","【訳語】
～のように
【用例】
【後置詞】これを形容詞に後置することで形容詞を名詞の前に置くことができる。 (de)",0,0,0,""
"tritnia","","【訳語】
～してしまう
【用例】
【後置詞】 (de)",0,0,0,""
"-bef pal'an","","【訳語】
～するに早すぎた・～ですらない
【用例】
【熟語】S V-bef pal'an (de)",0,0,0,""
"-est jen","","【訳語】
～してみせて
【用例】
【熟語】軽蔑を込めた言い方。 (de)",0,0,0,""
"-ly pal'an","","【訳語】
～するに遅すぎた・とっくのとうに
【用例】
【熟語】S V-ly pal'an (de)",0,0,0,""
"goon Ton-ea","","【訳語】
無い物ねだり
【用例】
【熟語】 (de)",0,0,0,""
"lirse lot les tilbs","","【訳語】
それだけなのだけれど
【用例】
【熟語】 (de)",0,0,0,""
"bey","","【訳語】
もしも～なら・if
【用例】
【接続詞】 (de)",0,0,0,""
"emen","","【訳語】
＆・～と
【用例】
【接続詞】 (de)",0,0,0,""
"enｍecia","","【訳語】
～と～・＆
【用例】
【接続詞】 (de)",0,0,0,""
"fain","","【訳語】
～だから
【用例】
【接続詞】 (de)",0,0,0,""
"haRzi","","【訳語】
～と～る・that
【用例】
【接続詞】 (de)",0,0,0,""
"lot","","【訳語】
～は・be動詞
【用例】
【接続詞】文節と文節の間に置き文節＝文節の形にする、lottとも発音する。 (de)",0,0,0,""
"peste","","【訳語】
～であり～でもある
【用例】
【接続詞】 (de)",0,0,0,""
"pniaCa","","【訳語】
もしも～なら・if
【用例】
【接続詞】 (de)",0,0,0,""
"rurz","","【訳語】
～と比べて
【用例】
【接続詞】動詞 A rurz B でBに比べてAは動詞だ、となる。 (de)",0,0,0,""
"sea","","【訳語】
～と
【用例】
【接続詞】 (de)",0,0,0,""
"seyn","","【訳語】
～したら・~したとき
【用例】
【接続詞】英語の対訳はwhen (de)",0,0,0,""
"vyuq","","【訳語】
～のような
【用例】
【接続詞】 (de)",0,0,0,""
"walir","","【訳語】
～のような・装飾
【用例】
【接続詞】この単語以来の句を大きな形容詞として扱う。 (de)",0,0,0,""
"yent","","【訳語】
点
【用例】
【接続詞】~.~ (de)",0,0,0,""
"-aca","","【訳語】
~な人
【用例】
【接尾辞】 (de)",0,0,0,""
"-alpen","","【訳語】
~によって・～に対して
【用例】
【接尾辞】 (de)",0,0,0,""
"-alu","","【訳語】
～してもらう
【用例】
【接尾辞】 (de)",0,0,0,""
"-aM","","【訳語】
～人
【用例】
【接尾辞】名詞・形容詞に後置し、～に所属する人のことを指す語にする。 (de)",0,0,0,""
"-ania","","【訳語】
～しちゃった
【用例】
【接尾辞】tritniaよりも軽い表現、動詞につける。 (de)",0,0,0,""
"-art","","【訳語】
～さん
【用例】
【接尾辞】名詞に後置し敬意を表す。 (de)",0,0,0,""
"-bakt","","【訳語】
～諸君・～等よ
【用例】
【接尾辞】 (de)",0,0,0,""
"-ela","","【訳語】
～すら
【用例】
【接尾辞】語形はtl、意味はde　限定の意味 (tl de)",0,0,0,""
"-ian","","【訳語】
～職人
【用例】
【接尾辞】 (de)",0,0,0,""
"-oy","","【訳語】
～してもよいか
【用例】
【接尾辞】 (de)",0,0,0,""
"-Qen","","【訳語】
～質
【用例】
【接尾辞】 (de)",0,0,0,""
"-Ragi","","【訳語】
～する者
【用例】
【接尾辞】(動詞につけて)～する人 (de)",0,0,0,""
"-ta","","【訳語】
強調
【用例】
【接尾辞】単語の最後の母音を削除して後置し、意味を強調する。 (de)",0,0,0,""
"-tai","","【訳語】
～か・弱化
【用例】
【接尾辞】 (de)",0,0,0,""
"-un","","【訳語】
目的格
【用例】
【接尾辞】 (de)",0,0,0,""
"-xyk","","【訳語】
～番目
【用例】
【接尾辞】 (de)",0,0,0,""
"dlxa","","【訳語】
～にとって・於いて
【用例】
【前置詞】 (de)",0,0,0,""
"et","","【訳語】
～から～まで
【用例】
【前置詞】 (de)",0,0,0,""
"ete","","【訳語】
~の中で
【用例】
【前置詞】 (de)",0,0,0,""
"eype","","【訳語】
~によって・～に対して
【用例】
【前置詞】例 V　eype tun O[OのままでVする] (de)",0,0,0,""
"lo","","【訳語】
~のために・for
【用例】
【前置詞】 (de)",0,0,0,""
"na","","【訳語】
～が
【用例】
【前置詞】後におかれた単語を主格にする (de)",0,0,0,""
"obi","","【訳語】
～に・in
【用例】
【前置詞】 (de)",0,0,0,""
"ped","","【訳語】
～を
【用例】
【前置詞】後におかれた単語を目的格にする (de)",0,0,0,""
"rib","","【訳語】
to ～に向かって
【用例】
【前置詞】 (de)",0,0,0,""
"rik","","【訳語】
～から・～より
【用例】
【前置詞】 (de)",0,0,0,""
"sa","","【訳語】
on・～に乗って
【用例】
【前置詞】 (de)",0,0,0,""
"tun","","【訳語】
～に沿って・～のままの
【用例】
【前置詞】 (de)",0,0,0,""
"vala","","【訳語】
～の裏で
【用例】
【前置詞】 (de)",0,0,0,""
"vin","","【訳語】
向こう
【用例】
【前置詞】 (de)",0,0,0,""
"asse","","【訳語】
その
【用例】
【代名詞】 (de)",0,0,0,""
"azqi","","【訳語】
このような
【用例】
【代名詞】 (de)",0,0,0,""
"caixe","","【訳語】
あの人
【用例】
【代名詞】 (de)",0,0,0,""
"caluk","","【訳語】
彼
【用例】
【代名詞】 (de)",0,0,0,""
"chel","","【訳語】
彼女
【用例】
【代名詞】 (de)",0,0,0,""
"egqsse","","【訳語】
あなたの
【用例】
【代名詞】相手の持っているもの、または相手の領域にある物を指す。 (de)",0,0,0,""
"esse","","【訳語】
あの
【用例】
【代名詞】 (de)",0,0,0,""
"inqsse","","【訳語】
観衆・その他大勢
【用例】
【代名詞】 (de)",0,0,0,""
"kyla","","【訳語】
あなた
【用例】
【代名詞】 (le)",0,0,0,""
"lar","","【訳語】
あれ・あいつ
【用例】
【代名詞】自分と相手以外の者の事を話すときに主語代わりに使う代名詞。 (de)",0,0,0,""
"lay","","【訳語】
僕
【用例】
【代名詞】丁寧形の一つ、全体の中の一人である自分のことを指して言う。一般的に余り良い意味ではない (de)",0,0,0,""
"lirse","","【訳語】
それ
【用例】
【代名詞】目視でき、しかし手元にはないものを指す。 (de)",0,0,0,""
"niy'yei","","【訳語】
誰
【用例】
【代名詞】このうちの誰より　などの誰 (de)",0,0,0,""
"osse","","【訳語】
これ・この
【用例】
【代名詞】近くにあるもの、または既に話題に出た名詞の代わりに使用する、形容詞としてこの~としても使う。 (de)",0,0,0,""
"pegdi","","【訳語】
妻・婚約者
【用例】
【代名詞】 (de)",0,0,0,""
"Qeince","","【訳語】
誰か
【用例】
【代名詞】主語が不明な時に使う。 (de)",0,0,0,""
"qursse","","【訳語】
誰が
【用例】
【代名詞】niy'yeiの主語形 (de)",0,0,0,""
"tew","","【訳語】
貴方・君・そちら
【用例】
【代名詞】kylaの丁寧な形 (de)",0,0,0,""
"we","","【訳語】
私
【用例】
【代名詞】私・複数形で私達、wesとも発音する、”私的な”などの意味はない (de)",0,0,0,""
"wey","","【訳語】
私(ワタクシ)
【用例】
【代名詞】丁寧系の一つ、相手を上げる言い方。 (de)",0,0,0,""
"Xine","","【訳語】
あそこ・(指を指して)そこ
【用例】
【代名詞】 (de)",0,0,0,""
"yuta","","【訳語】
何か
【用例】
【代名詞】 (de)",0,0,0,""
"cel","","【訳語】
シェル
【用例】
【単位】デーレ界で使われる年の単位、デーレ暦とも訳す。 (de)",0,0,0,""
"cykk","","【訳語】
日
【用例】
【単位】 (de)",0,0,0,""
"delk","","【訳語】
デルク
【用例】
【単位】通貨単位、主にderle地方とその元属国などで使われる。 (de)",0,0,0,""
"eCrgin","","【訳語】
第○段階
【用例】
【単位】iZdの類語、これは特に具体的なものに使う。 (de)",0,0,0,""
"iZd","","【訳語】
バージョン
【用例】
【単位】eCrginの類語、第何段階などのように○iZdのように使う、抽象的なものに使う。 (de)",0,0,0,""
"kukk","","【訳語】
時
【用例】
【単位】 (de)",0,0,0,""
"nakk","","【訳語】
分
【用例】
【単位】 (de)",0,0,0,""
"qrA","","【訳語】
ニーア
【用例】
【単位】通貨単位、主にニャン大陸で使われる。QaNQarとも (de)",0,0,0,""
"vakk","","【訳語】
秒
【用例】
【単位】 (de)",0,0,0,""
"xakk","","【訳語】
歳
【用例】
【単位】 (de)",0,0,0,""
"adelni","","【訳語】
石打ち
【用例】
【動詞】 (le)",0,0,0,""
"aguli","","【訳語】
一寸にする・遠慮する
【用例】
【動詞】 (de)",0,0,0,""
"akac","","【訳語】
変わる・変化する
【用例】
【動詞】 (de)",0,0,0,""
"akCaq","","【訳語】
救う・助ける
【用例】
【動詞】 (de)",0,0,0,""
"aken","","【訳語】
考える
【用例】
【動詞】 (de)",0,0,0,""
"aklas","","【訳語】
咲く
【用例】
【動詞】 (de)",0,0,0,""
"akorg","","【訳語】
造語する
【用例】
【動詞】 (de)",0,0,0,""
"alged","","【訳語】
(罰や暴力などを)受ける
【用例】
【動詞】転じて「受身をとる」 (de)",0,0,0,""
"aMnow","","【訳語】
苦労する
【用例】
【動詞】 (de)",0,0,0,""
"antent","","【訳語】
写す、写生する
【用例】
【動詞】 (de)",0,0,0,""
"arqs","","【訳語】
思い込む
【用例】
【動詞】 (de)",0,0,0,""
"art","","【訳語】
止まる・中止される
【用例】
【動詞】 (de)",0,0,0,""
"attyela","","【訳語】
形容する
【用例】
【動詞】 (de)",0,0,0,""
"ayein","","【訳語】
足す・加算する
【用例】
【動詞】 (de)",0,0,0,""
"ayn","","【訳語】
射る
【用例】
【動詞】 (de)",0,0,0,""
"azapes","","【訳語】
手放す・失う
【用例】
【動詞】 (de)",0,0,0,""
"banQal","","【訳語】
なかったことにする・消す
【用例】
【動詞】 (de)",0,0,0,""
"banTin","","【訳語】
~のふりをする
【用例】
【動詞】 (de)",0,0,0,""
"belni","","【訳語】
拍手をする
【用例】
【動詞】 (de)",0,0,0,""
"bens","","【訳語】
(花等が)散る
【用例】
【動詞】 (de)",0,0,0,""
"bermo","","【訳語】
散乱する
【用例】
【動詞】 (de)",0,0,0,""
"bey","","【訳語】
閉じる
【用例】
【動詞】 (de)",0,0,0,""
"caow","","【訳語】
走る
【用例】
【動詞】 (de)",0,0,0,""
"car","","【訳語】
生み出す
【用例】
【動詞】 (de)",0,0,0,""
"cef","","【訳語】
見つめる・じっと観測する
【用例】
【動詞】 (de)",0,0,0,""
"cekten","","【訳語】
歩く
【用例】
【動詞】 (de)",0,0,0,""
"Cente","","【訳語】
輝く
【用例】
【動詞】 (de)",0,0,0,""
"Cgy","","【訳語】
悩む
【用例】
【動詞】 (de)",0,0,0,""
"cp","","【訳語】
進む
【用例】
【動詞】 (de)",0,0,0,""
"crj","","【訳語】
計算
【用例】
【動詞】 (de)",0,0,0,""
"Cxin","","【訳語】
歌う
【用例】
【動詞】 (de)",0,0,0,""
"dent'ail","","【訳語】
なくなる、失われる、無くす
【用例】
【動詞】 (de)",0,0,0,""
"derkente","","【訳語】
手をつなぐ
【用例】
【動詞】 (de)",0,0,0,""
"donowla","","【訳語】
準備
【用例】
【動詞】 (de)",0,0,0,""
"dort","","【訳語】
死ぬ
【用例】
【動詞】 (de)",0,0,0,""
"edylot","","【訳語】
消す
【用例】
【動詞】 (de)",0,0,0,""
"ekatt","","【訳語】
完成
【用例】
【動詞】 (de)",0,0,0,""
"elence","","【訳語】
並べる
【用例】
【動詞】 (de)",0,0,0,""
"elib","","【訳語】
出会う
【用例】
【動詞】 (de)",0,0,0,""
"enast","","【訳語】
教えてもらう
【用例】
【動詞】 (le)",0,0,0,""
"enest","","【訳語】
伝える
【用例】
【動詞】 (de)",0,0,0,""
"enia","","【訳語】
教える
【用例】
【動詞】 (le)",0,0,0,""
"esiaty","","【訳語】
発生
【用例】
【動詞】 (de)",0,0,0,""
"esscl","","【訳語】
整頓・掃除
【用例】
【動詞】 (de)",0,0,0,""
"etyskks","","【訳語】
錬金する
【用例】
【動詞】 (de)",0,0,0,""
"fecy","","【訳語】
貼り付ける・接着する
【用例】
【動詞】 (de)",0,0,0,""
"FlaDs","","【訳語】
掘り出す
【用例】
【動詞】 (de)",0,0,0,""
"fog","","【訳語】
いう・伝える
【用例】
【動詞】 (de)",0,0,0,""
"goda","","【訳語】
求める・望む
【用例】
【動詞】 (de)",0,0,0,""
"goon","","【訳語】
ほしがる
【用例】
【動詞】 (de)",0,0,0,""
"gr'rin","","【訳語】
描く
【用例】
【動詞】 (de)",0,0,0,""
"gulain","","【訳語】
怒る
【用例】
【動詞】 (de)",0,0,0,""
"hakkm","","【訳語】
あげる
【用例】
【動詞】 (de)",0,0,0,""
"hayl","","【訳語】
構える・張り込む
【用例】
【動詞】 (de)",0,0,0,""
"hekum","","【訳語】
貰う
【用例】
【動詞】 (de)",0,0,0,""
"hhik","","【訳語】
書く
【用例】
【動詞】 (de)",0,0,0,""
"hyurZa","","【訳語】
剥がす・剥ぐ・削ぐ・(獲物などを)解体する
【用例】
【動詞】 (de)",0,0,0,""
"icalur","","【訳語】
斬る
【用例】
【動詞】 (de)",0,0,0,""
"iclis","","【訳語】
記す
【用例】
【動詞】 (de)",0,0,0,""
"icno","","【訳語】
革命
【用例】
【動詞】大きく変わる・様変わる(大きなもの)を打ち倒す (de)",0,0,0,""
"iM","","【訳語】
知る
【用例】
【動詞】 (de)",0,0,0,""
"jelen","","【訳語】
断髪
【用例】
【動詞】 (de)",0,0,0,""
"jent","","【訳語】
見る
【用例】
【動詞】 (le)",0,0,0,""
"jes","","【訳語】
切る
【用例】
【動詞】 (de)",0,0,0,""
"jestin","","【訳語】
遠慮する・躊躇する・思いとどまる
【用例】
【動詞】 (de)",0,0,0,""
"jolq","","【訳語】
錯覚する
【用例】
【動詞】 (de)",0,0,0,""
"jrq","","【訳語】
作る
【用例】
【動詞】 (de)",0,0,0,""
"Katain","","【訳語】
嘘をつく
【用例】
【動詞】 (de)",0,0,0,""
"Kenir","","【訳語】
彩る
【用例】
【動詞】 (de)",0,0,0,""
"Kenxy","","【訳語】
裁く・責める
【用例】
【動詞】 (de)",0,0,0,""
"Kery","","【訳語】
討伐する
【用例】
【動詞】 (de)",0,0,0,""
"Kgyw","","【訳語】
苦労する
【用例】
【動詞】 (de)",0,0,0,""
"kint","","【訳語】
待つ
【用例】
【動詞】 (de)",0,0,0,""
"klant","","【訳語】
絞める
【用例】
【動詞】 (de)",0,0,0,""
"kuliuM","","【訳語】
協力する
【用例】
【動詞】 (de)",0,0,0,""
"kyenin","","【訳語】
コイントス
【用例】
【動詞】 (le)",0,0,0,""
"lary","","【訳語】
突く
【用例】
【動詞】 (de)",0,0,0,""
"leyz","","【訳語】
回転する
【用例】
【動詞】語形はtl、意味はde (tl de)",0,0,0,""
"lfela","","【訳語】
増える
【用例】
【動詞】 (de)",0,0,0,""
"luku","","【訳語】
落ちる
【用例】
【動詞】 (de)",0,0,0,""
"maace","","【訳語】
非難する
【用例】
【動詞】 (de)",0,0,0,""
"maynor","","【訳語】
警戒する
【用例】
【動詞】 (de)",0,0,0,""
"meantam","","【訳語】
言い訳をする
【用例】
【動詞】 (de)",0,0,0,""
"meluain","","【訳語】
風邪をひく
【用例】
【動詞】 (de)",0,0,0,""
"messe","","【訳語】
主張する
【用例】
【動詞】 (de)",0,0,0,""
"meyli","","【訳語】
流れる・滴る・滑り落ちる
【用例】
【動詞】 (de)",0,0,0,""
"nanta","","【訳語】
持つ・所有する
【用例】
【動詞】 (de)",0,0,0,""
"nasM","","【訳語】
繰り返す・回す
【用例】
【動詞】 (de)",0,0,0,""
"nasvel","","【訳語】
被る
【用例】
【動詞】 (de)",0,0,0,""
"neeq","","【訳語】
残す・継承する・
【用例】
【動詞】(その場にいなくとも)影響を及ぼす (de)",0,0,0,""
"nord","","【訳語】
震える
【用例】
【動詞】 (tl)",0,0,0,""
