word,trans,exp,level,memory,modify,pron,filelink
"ly","〈接尾辞〉 ～した・～しきる・完了","【語法】
動詞に後置し完了形にする、終わらせるという動詞にも使う
【造語】 (de)h291109
【注意】 まった。これほんとにh291109の造語？iqとかその辺とおんなじくらいにはあった気がするんだけど。要検証。",0,0,0,""
"on","〈接尾辞〉 ～できる・可能の接尾辞","【造語】 (de)新辞書移行以前
cf:〈派生〉 onea",0,0,0,""
"pa","〈接尾辞〉 ～達・複数の接尾辞","【造語】 (de)新辞書移行以前",0,0,0,""
"uks","〈接尾辞〉 ～の・名詞化の接尾辞","【語法】
動詞・形容詞に後置する。
【造語】 (de)新辞書移行以前",0,0,0,""
"uR","〈接尾辞〉 ～している・進行","【造語】 (de)新辞書移行以前",0,0,0,""
"uxxe","〈接尾辞〉 ～す・未来","【語法】
確信的な未来・予定された未来を指す。予想はまた別の単語。
【造語】 (de)新辞書移行以前
cf:〈似義〉 or",0,0,0,""
"xel","〈接尾辞〉 ～するべき・義務","【造語】 (de)新辞書移行以前",0,0,0,""
"yur","〈接尾辞〉 ～っていく・緩い進行の接尾辞","【語法】
徐々にＶっていく、時間のかかる開始で、その最中。[例:wog-yur 動きだしゆく]
【造語】 (de)新辞書移行以前",0,0,0,""
"i'r","〈接尾辞〉 ～したい・希望の接尾辞","【造語】 (de)新辞書移行以前
【変更】 h291104 Zir i'r (de)",0,0,0,""
"aldeyn","〈感嘆詞〉 あけおめ・新年のあいさつ","【語法】
本来の形は”aleksKr cykk deyny”となり、意味は”喜ばしいアレクスの日”、元々は元旦を指す言葉ったが、転じて祝う言葉となった。
【造語】 (de)新辞書移行以前",0,0,0,""
"Cao","〈感嘆詞〉 シャオ！","【語法】
他人を誘う時に使う掛け声
【造語】 (de)新辞書移行以前",0,0,0,""
"cayna","〈感嘆詞〉 よろしく・初めまして・これからよろしく","【語法】
初対面の相手への自己紹介が終わった時に使う、言われた相手はcaynalと返すのが礼儀。 
稀だが、ceinaとも綴る。
【造語】 (de)新辞書移行以前",0,0,0,""
"Cirordo","〈感嘆詞〉 さよなら","【造語】 (de)新辞書移行以前",0,0,0,""
"dag","〈感嘆詞〉 ほら・ほれ・それ","【語法】
注目を求める掛け声
【造語】 (de)新辞書移行以前",0,0,0,""
"eriy","〈感嘆詞〉 いいえ・no
〈文頭詞〉 いや・そうではく・反対として","【造語】 (de)新辞書移行以前",0,0,0,""
"isea","〈感嘆詞〉 ～したくない
〈動詞〉 望まない","【語法】
何かを誘われたとき、それを断るときに使う。
【造語】 (de)新辞書移行以前
cf:〈派生〉 ea",0,0,0,""
"jeni","〈動詞〉 理解する・了解する・諒解する
〈感嘆詞〉 そう・はい・yes","【語法】
jeruとも綴る。
【造語】 (de)新辞書移行以前",0,0,0,""
"walfy'ya","〈感嘆詞〉 おはよう","【語法】
主に朝～正午まで用いられる挨拶、地方によるが午後に使うと侮辱になり大変危険
【造語】 (de)新辞書移行以前
【変更】 h291215 walfyYA walfy'ya",0,0,0,""
"cyow","〈疑問詞〉 名称を問う","【造語】 (de)新辞書移行以前",0,0,0,""
"erDi","〈疑問詞〉 目的語を問う疑問詞・何を・何に","【造語】 (de)新辞書移行以前",0,0,0,""
"felio","〈疑問詞〉 場所を問う疑問詞・どこ・どこで","【造語】 (de)新辞書移行以前",0,0,0,""
"hard","〈疑問詞〉 誰が?・何が?・主格の疑問詞","【造語】 (de)新辞書移行以前",0,0,0,""
"igar","〈疑問詞〉 時制を問う疑問詞","【造語】 (de)新辞書移行以前",0,0,0,""
"lgy","〈疑問詞〉 数詞を問う","【造語】 (de)新辞書移行以前",0,0,0,""
"tuzi","〈疑問詞〉 形容詞を問う","【造語】 (de)新辞書移行以前",0,0,0,""
"wels","〈疑問詞〉 理由を問う疑問詞・なぜ・なぜに","【造語】 (de)新辞書移行以前",0,0,0,""
"ady","〈形容詞〉 調子の悪い","【造語】 (de)新辞書移行以前",0,0,0,""
"akozitt","〈副詞〉 確かに・間違いなく","【造語】 (de)新辞書移行以前",0,0,0,""
"alekt","〈形容詞〉 ～でない(強い否定)","【造語】 (de)新辞書移行以前",0,0,0,""
"alQe","〈形容詞〉 ありえない","【造語】 (de)新辞書移行以前",0,0,0,""
"arlslen","〈形容詞〉 中級の","【造語】 (le)新辞書移行以前",0,0,0,""
"beanik","〈形容詞〉 汚い","【造語】 (de)新辞書移行以前",0,0,0,""
"Cagna","〈形容詞〉 凡百の","【造語】 (de)新辞書移行以前",0,0,0,""
"cai","〈形容詞〉 あの・あんな","【造語】 (de)新辞書移行以前",0,0,0,""
"canorir","〈形容詞〉 近くの・目と鼻の先の
〈副詞〉 近くに。すぐそばに・ぴったり近くに","【造語】 (de)新辞書移行以前",0,0,0,""
"caqr","〈形容詞〉 少ない","【語法】
物質的で、具体的な少。
【造語】 (de)新辞書移行以前",0,0,0,""
"Cayly","〈形容詞〉 単純な","【造語】 (de)新辞書移行以前",0,0,0,""
"celuey","〈形容詞〉 華やかな・カラフルな","【造語】 (de)新辞書移行以前",0,0,0,""
"Ceniy","〈形容詞〉 綺麗な・美麗な","【語法】
「美しい」とは範疇が異なり、どちらかというと光物に使う。
【造語】 (de)新辞書移行以前",0,0,0,""
"cieyni","〈形容詞〉 再びの","【造語】 (de)新辞書移行以前",0,0,0,""
"Cleq","〈形容詞〉 酸っぱい","【造語】 (de)新辞書移行以前",0,0,0,""
"deyny","〈形容詞〉 喜ばしい","【語法】
やや古風。
【造語】 (de)新辞書移行以前
cf:〈派生〉 dey",0,0,0,""
"dyr","〈形容詞〉 短い","【造語】 (de)新辞書移行以前",0,0,0,""
"edyrsu","〈名詞〉 大文字・正字
〈形容詞〉 伝統的な・特別な","【造語】 (de)新辞書移行以前",0,0,0,""
"elia","〈形容詞〉 偉大な","【造語】 (de)新辞書移行以前",0,0,0,""
"enoks","〈形容詞〉 次の・続いた先の
〈名詞〉 次回・次","【造語】 (de)新辞書移行以前",0,0,0,""
"enta","〈形容詞〉 うるさい・耳障りな","【造語】 (de)新辞書移行以前
【変更】 h300323 ent enta (de)",0,0,0,""
"eriq","〈形容詞〉 そのままの・むき出しの","【造語】 (de)新辞書移行以前",0,0,0,""
"essa","〈形容詞〉 正式な","【造語】 (de)新辞書移行以前",0,0,0,""
"felir","〈副詞〉 とても","【造語】 (de)新辞書移行以前",0,0,0,""
"fycw","〈形容詞〉 普段の・特別でない","【造語】 (de)新辞書移行以前",0,0,0,""
"gailen","〈形容詞〉 下級の","【造語】 (le)新辞書移行以前",0,0,0,""
"geRks","〈形容詞〉 絵のように綺麗な・絵画的な","【造語】 (de)新辞書移行以前
【変更】 h300618 gerks geRks (de)
cf:〈同源〉 gisti",0,0,0,""
"godir","〈副詞〉 自在に・思いのままに・望むままに
〈形容詞〉 自在な・思いのままの","【造語】 (de)新辞書移行以前",0,0,0,""
"gordi","〈形容詞〉 大きな・大きい","【造語】 (de)新辞書移行以前
cf:〈対義〉 Diqa",0,0,0,""
"gulist","〈形容詞〉 怒り","【造語】 (de)新辞書移行以前",0,0,0,""
"helsten","〈形容詞〉 下級以下の・底辺の","【語法】
元異界単語。武界虚に於ける大虚でない虚のことを指していた。
【造語】 (le)新辞書移行以前",0,0,0,""
"henpty'a","〈副詞〉 短縮して・簡潔に","【造語】 (de)新辞書移行以前",0,0,0,""
"jenirt","〈形容詞〉 一番の・第一の","【造語】 (de)新辞書移行以前",0,0,0,""
"jorlisk","〈形容詞〉 外来の, 外因の","【造語】 (de)新辞書移行以前",0,0,0,""
"jorq","〈形容詞〉 怪しい・怪しげな","【造語】 (de)新辞書移行以前",0,0,0,""
"katty","〈形容詞〉 そのままの・本来の
〈副詞〉 そのまま・ただただ","【造語】 (de)新辞書移行以前",0,0,0,""
"KeRw","〈形容詞〉 良い・よい","【造語】 (de)新辞書移行以前",0,0,0,""
"Kon","〈形容詞〉 高位の","【造語】 (de)新辞書移行以前",0,0,0,""
"korpu","〈形容詞〉 近い・近くの","【語法】
物理的な近さのみを指す。
【造語】 (de)新辞書移行以前",0,0,0,""
"Kwikk","〈形容詞〉 広い・十分な","【造語】 (de)新辞書移行以前",0,0,0,""
"Kyyn","〈形容詞〉 狂った・気の違った","【造語】 (de)新辞書移行以前",0,0,0,""
"lagey","〈副詞〉 また・再び・再度","【造語】 (de)新辞書移行以前",0,0,0,""
"lalu","〈形容詞〉 唯一の","【造語】 (de)新辞書移行以前",0,0,0,""
"lanjett","〈形容詞〉 空中の","【造語】 (de)",0,0,0,""
"lea","〈後置詞〉 ～だけの・唯一～の
〈副詞〉 ～のみを・～だけ","【造語】 (de)新辞書移行以前",0,0,0,""
"leyM","〈形容詞〉 （程度などが）高い・傾向のある","【造語】 (de)新辞書移行以前",0,0,0,""
"likka","〈形容詞〉 先験的な","【造語】 (de)新辞書移行以前
cf:〈対義〉 piker",0,0,0,""
"lisk","〈形容詞〉 外からの","【造語】 (de)新辞書移行以前",0,0,0,""
"lott","〈形容詞〉 人工的・不自然な","【造語】 (de)新辞書移行以前",0,0,0,""
"Luirt","〈形容詞〉 三番目の・みっつめの・第三","【造語】 (de)新辞書移行以前",0,0,0,""
"nalia","〈副詞〉 ずっと・延々と","【語法】
ずっと～である(lot nalia ~)の時に限って”nal”の形を使うことができる。但し口語的。
【造語】 (de)新辞書移行以前",0,0,0,""
"netu","〈形容詞〉 みずぼらしい","【造語】 (de)新辞書移行以前",0,0,0,""
"olka","〈形容詞〉 下品な","【造語】 (ax)新辞書移行以前",0,0,0,""
"pal'an","〈副詞〉 とうに・すでに・随分と前に","【造語】 (le)新辞書移行以前",0,0,0,""
"piker","〈形容詞〉 後験的な・後発の
〈副詞〉 後で・後に","【語法】
iclas piker 追記
【造語】 (de)新辞書移行以前
cf:〈対義〉 likka",0,0,0,""
"qast","〈形容詞〉 空想の","【造語】 (de)新辞書移行以前",0,0,0,""
"riven","〈名詞〉 お手本
〈形容詞〉 模範的な・規範的な","【造語】 (de)新辞書移行以前",0,0,0,""
"Rlrd","〈形容詞〉 古い・古き・旧い
〈接尾辞〉 旧～・古い～","【造語】 (de)新辞書移行以前",0,0,0,""
"segn","〈形容詞〉 強い","【造語】 (de)新辞書移行以前
cf:〈派生〉 segnq'a",0,0,0,""
"skirt","〈形容詞〉 二番目の・ふたつめの・第二","【造語】 (de)新辞書移行以前",0,0,0,""
"stey","〈副詞〉 ～の目の前で
〈前置詞〉 ～の目の前で","【造語】 (de)新辞書移行以前",0,0,0,""
"tang","〈前置詞〉 ～ばかりを","【造語】 (de)新辞書移行以前",0,0,0,""
"teyntaq","〈形容詞〉 捗っている・捗々しい","【造語】 (de)新辞書移行以前
【注意】 情動クラシック出訳の時にひねり出した単語、要検証。",0,0,0,""
"tilbs","〈形容詞〉 大事ではない・不必要な","【造語】 (de)新辞書移行以前",0,0,0,""
"tily","〈形容詞〉 多い・たくさんの","【造語】 (de)新辞書移行以前",0,0,0,""
"tolt","〈形容詞〉 盲目の・見えない
〈副詞〉 手探りで","【造語】 (de)新辞書移行以前",0,0,0,""
"trew","〈形容詞〉 チープな・安っぽい","【造語】 (de)新辞書移行以前",0,0,0,""
"tywar","〈形容詞〉 真ん中の・中央～
〈名詞〉 中心・中央","【造語】 (de)h300323",0,0,0,""
"vel'ed","〈形容詞〉 野生の","【造語】 (de)新辞書移行以前",0,0,0,""
"veliq","〈形容詞〉 法的な・法に定められた","【造語】 (de)新辞書移行以前",0,0,0,""
"virKKat","〈形容詞〉 半分の・半端な","【造語】 (de)新辞書移行以前",0,0,0,""
"vortlen","〈形容詞〉 上級の・上位の","【造語】 (le)新辞書移行以前",0,0,0,""
"vytel","〈形容詞〉 きれいな・清浄な","【造語】 (de)新辞書移行以前",0,0,0,""
"waif","〈動詞〉 疲れる
〈形容詞〉 疲れた","【用例】 .ais lot waif lova.
とっても疲れたわ
r010921 de
【造語】 (de)新辞書移行以前",0,0,0,""
"xelnik","〈形容詞〉 綺麗な・清浄な","【造語】 (de)新辞書移行以前",0,0,0,""
"xiy","〈形容詞〉 新しい","【造語】 (de)新辞書移行以前",0,0,0,""
"xleyn","〈形容詞〉 正常な","【造語】 (de)新辞書移行以前",0,0,0,""
"yeing","〈形容詞〉 産まれたての・幼い","【造語】 (de)新辞書移行以前",0,0,0,""
"nel","〈形容詞〉 ～など・非限定, 拡大
〈名詞〉 皆・この場の全員","【語法】
代名詞・名詞の後に置き”～のみならず”という意味になる。
名詞の意味でも使えるが、目的語に取ると不自然。
【造語】 (de)新辞書移行以前
【注意】 これほんとに形容詞でいいのかな…？旧辞書には後置詞とあるけど、後置詞ではないよね。というかなんで目的語になれないんだ",0,0,0,""
"tete","〈後置詞〉 ～のように","【語法】
これを形容詞に後置することで形容詞を名詞の前に置くことができる。
【造語】 (de)新辞書移行以前
【注意】 そんなことが許されてたまるか、要検証。",0,0,0,""
"tritnia","〈後置詞〉 ～してしまう","【語法】
文末に置き、動詞を修飾する。
【造語】 (de)新辞書移行以前
【注意】 これは後置詞…？副詞じゃないかなぁ。
cf:〈派生〉 ania",0,0,0,""
"bey","〈文頭詞〉 もしも～なら・if
〈動詞〉 閉じる","【造語】 (de)新辞書移行以前
cf:〈同義〉 pniaCa
cf:〈併用〉 eq'anu",0,0,0,""
"emen","〈接続詞〉 ＆・～と
〈動詞〉 足す・加算する","【造語】 (de)新辞書移行以前
cf:〈同義〉 emenca
cf:〈派生〉 em",0,0,0,""
"enmecia","〈接続詞〉 ～と～・＆","【語法】
冗長。韻文の音合わせや、文語表現・強調に使う。
【造語】 (de)新辞書移行以前
cf:〈同義〉 emenca",0,0,0,""
"fain","〈接続詞〉 ～だから～せよ","【語法】
”理由 fain 命令文”で”～なので～せよ”と意味する。
kapとは違い、命令するときにしか使わない。
【造語】 (de)新辞書移行以前
cf:〈似義〉 kap",0,0,0,""
"lot","〈動詞〉 ～は・be
〈接続詞〉 等位","【語法】
最も基礎的、用法はほとんどbe動詞。ただし、文節同士の等位、”つまり”・”即ち”をも示す。
数学に於いて=を読む際にも使われる。
【造語】 (de)新辞書移行以前",0,0,0,""
"peste","〈接続詞〉 ～であり～でもある・並列同時同等の接続詞
〈接続詞〉 ～でなくて～である・並列同時異等の接続詞","【語法】
例：C lot A peste lot B ”CはAでもありBでもある”(A,Bには名詞・形容詞が入る。)　どちらかのlotを否定すると”CはA(B)ではなくB(A)である”と意味が反転する。
【造語】 (de)新辞書移行以前
【注意】 ｌ：代名詞的な感じもするんだよなぁ。ほら、最初の主語部を代してる感じが…ね。",0,0,0,""
"pniaCa","〈文頭詞〉 もしも～なら・if","【造語】 (de)新辞書移行以前
cf:〈同義〉 bey
cf:〈併用〉 eq'anu",0,0,0,""
"rurz","〈接続詞〉 ～と比べて・than","【語法】
形容詞 A rurz B でBに比べてAは形容詞だ、となる。
【造語】 (de)新辞書移行以前",0,0,0,""
"sea","〈接続詞〉 ～と・相対・目的としての並列","【造語】 (de)新辞書移行以前
【注意】 emenと何が違うんだ、要検証。
h300504 d:相対・目的としての並列、の意味を割り当てた。",0,0,0,""
"seyn","〈接続詞〉 ～したら・～したとき
〈文頭詞〉 その時","【造語】 (de)新辞書移行以前",0,0,0,""
"vyuq","〈接続詞〉 ～のような","【造語】 (de)新辞書移行以前",0,0,0,""
"walir","〈接続詞〉 ～のような・装飾","【語法】
この単語以来の句を形容詞句として扱う。 (de)
【造語】 (de)新辞書移行以前",0,0,0,""
"yent","〈名詞〉 点・中黒, カンマ","【造語】 (de)新辞書移行以前",0,0,0,""
"aca","〈接尾辞〉 ～な人","【語法】
形容詞につけて、”～な人”という意味の代名詞とする。",0,0,0,""
"alpen","〈接尾辞〉 ～によって・～に対して","【語法】
ほぼ死語。たまに詩文で音を合わせるのに使われる。硬い文章でも使われ、目的としての強調という意味・原因としての強調という意味がある。
例：we Zanta lentalpan　それには飽きた。(飽きさせたのはlenteであり、飽きられたのもlente。)

【造語】 (de)新辞書移行以前",0,0,0,""
"alu","〈接尾辞〉 ～してもらう・受益の接尾辞","【造語】 (de)新辞書移行以前
cf:〈似義〉 est
cf:〈派生〉 el",0,0,0,""
"aM","〈接尾辞〉 ～人・～の人々～の者","【語法】
名詞に後置し、～に所属する人のことを指す。 
【造語】 (de)新辞書移行以前",0,0,0,""
"ania","〈接尾辞〉 ～しちゃった・してしまった・残念, 失意の接尾辞","【語法】
tritniaよりも軽い表現、動詞につける。
【造語】 (de)新辞書移行以前
cf:〈派生〉 tritnia",0,0,0,""
"art","〈接尾辞〉 ～さん・敬称の接尾辞","【語法】
(de)新辞書移行以前",0,0,0,""
"bakt","〈接尾辞〉 ～諸君・～等よ","【造語】 呼びかけの際、敬意を表して複数へ。
【造語】 (de)新辞書移行以前",0,0,0,""
"ela","〈接尾辞〉 ～すら","【語法】
限定・波及。名詞に後置する。
【造語】 (tl de)新辞書移行以前
【注意】 語形はtl、意味はde",0,0,0,""
"ian","〈接尾辞〉 職人・～者","【語法】
敬称。職人としての誰かに用いる。～名人
【造語】 (de)新辞書移行以前",0,0,0,""
"oy","〈接尾辞〉 ～してもよい・許可","【用例】 ukRoy　逃げる+許す　逃がす
【造語】 (de)新辞書移行以前",0,0,0,""
"Qen","〈接尾辞〉 ～質","【造語】 (de)新辞書移行以前",0,0,0,""
"Ragi","〈接尾辞〉 ～する者・～者","【造語】 (動詞)する人、(動詞)で有名な人。
【造語】 (de)新辞書移行以前",0,0,0,""
"ta","〈接尾辞〉 強調の接尾辞","【語法】
単語の最後の母音を削除して後置し、意味を強調する。
【造語】 (de)新辞書移行以前
cf:〈派生〉 tai",0,0,0,""
"tai","〈接尾辞〉 ～か・弱化・失意・残念の接尾辞","【造語】 (de)新辞書移行以前
cf:〈派生〉 ta",0,0,0,""
"un","〈接尾辞〉 ～を・対称格","【語法】
gistiRagi kataCuun
漫画家：描く　人　漫画-を
複合語に於いて、目的・対称格を示す。文法的には使われず、造語時に現れる。古風め。
異綴り：uun
【造語】 (de)新辞書移行以前",0,0,0,""
"xyk","〈接尾辞〉 ～番目・序数
〈動詞〉 安定する
〈形容詞〉 安定した・定まれり","【語法】
序数の意味もあるのは、もともと序数を”安定した(数)”と表したから。後に二つは分離したが、再分析されて同形になった。
【造語】 (de)新辞書移行以前",0,0,0,""
"dlxa","〈前置詞〉 ～にとって・～に於いて","【造語】 (de)新辞書移行以前",0,0,0,""
"et","〈前置詞〉 ～から～まで","【造語】 (de)新辞書移行以前",0,0,0,""
"ete","〈前置詞〉 ～の中で・in","【語法】
国名のeteとは無関係
【造語】 (de)新辞書移行以前",0,0,0,""
"eype","〈前置詞〉 ～によって・～に対して","【用例】 例 V　eype tun O[OのままでVする]
【造語】 (de)新辞書移行以前",0,0,0,""
"lo","〈前置詞〉 ～のために・for
〈前置詞〉 (主に宛名で)～へ・(本・書類の表題で)～の","【語法】
しばしば、”～の為の”・”～についての”の意味で、本・文章の表題に使う。
【造語】 (de)新辞書移行以前
cf:〈似義〉 rib",0,0,0,""
"na","〈接尾辞〉 ～が・主格の前置詞","【造語】 (de)新辞書移行以前",0,0,0,""
"ot","〈前置詞〉 ～に・in・於","【造語】 (de)新辞書移行以前
【変更】 h291214 obi on
h300404 たぶん上の変更記録は打ち込み間違い。ただしくは obi ot 。",0,0,0,""
"ped","〈前置詞〉 ～を","【語法】
後におかれた単語、ないし句を目的格にする。
【造語】 (de)新辞書移行以前",0,0,0,""
"rib","〈前置詞〉 to・～に向かって・～へ","【造語】 (de)新辞書移行以前
cf:〈似義〉 lo",0,0,0,""
"rik","〈前置詞〉 ～から・～より
〈前置詞〉 ～の・～産","【語法】
holoka rik nihon 日本からの醤　即ち「日本醤油」
【造語】 (de)新辞書移行以前",0,0,0,""
"sa","〈前置詞〉 on・～に乗って","【語法】
接触の意味ではない。板状のものの上に乗ってという意味。
例：noka sa yente 机の上のりんご
【造語】 (de)新辞書移行以前",0,0,0,""
"tun","〈前置詞〉 ～に沿って・～のままの","【造語】 (de)新辞書移行以前",0,0,0,""
"vala","〈名詞〉 ～の裏","【語法】
vala Caq で""Caqの裏(で)""、このままで於の意味にもなる。
【造語】 (de)新辞書移行以前",0,0,0,""
"vin","〈形容詞〉 向こう側","【造語】 (de)新辞書移行以前",0,0,0,""
"asse","〈代名詞〉 それ
〈形容詞〉 その","【語法】
会話に於いて既に出たもののを代して使う。
【造語】 (de)新辞書移行以前
cf:〈似義〉 yezqi",0,0,0,""
"azqi","〈代名詞〉 こんな
〈形容詞〉 このような
〈副詞〉 このように","【造語】 (de)新辞書移行以前
cf:〈似義〉 osse, lente",0,0,0,""
"caixe","〈代名詞〉 あの人","【語法】
話し手が名前を知らず、話し手と聞き手から見える位置に居る第三者。
【造語】 (de)新辞書移行以前",0,0,0,""
"caluk","〈代名詞〉 彼","【訳語】
三人称男性。
【造語】 (de)新辞書移行以前",0,0,0,""
"cerla","〈代名詞〉 彼女","【造語】 (de)新辞書移行以前
【変更】 h300326 chel cerla (de)",0,0,0,""
"egqsse","〈代名詞〉 あなたのもの","【語法】
相手の持っているもの、または相手の領域にある物を指す。 
【造語】 (de)新辞書移行以前",0,0,0,""
"esse","〈代名詞〉 あれ
〈形容詞〉 あの","【造語】 (de)新辞書移行以前",0,0,0,""
"inqsse","〈名詞〉 観衆・その他大勢
〈代名詞〉 有象無象","【造語】 (de)新辞書移行以前",0,0,0,""
"kyla","〈形容詞〉 あなた","【語法】
二人称。
【造語】 (le)新辞書移行以前",0,0,0,""
"lar","〈代名詞〉 彼・彼女・彼奴","【語法】
自分と相手以外の者の事を話すときに主語代わりに使う代名詞。 性はない。
所有のKrをつけると発音が変化し、/ラルカー/と聞こえる音となる。
【造語】 (de)新辞書移行以前
cf:〈似義〉 yenk",0,0,0,""
"lay","〈代名詞〉 僕・私め","【語法】
丁寧形の一つ、全体の中の一人である自分のことを指して言う。余り良い意味ではない (de)
【造語】 (de)新辞書移行以前",0,0,0,""
"lirse","〈代名詞〉 それ","【語法】
目視でき、しかし手元にはないものを指す。短縮してlisと綴ることもしばしば。
【造語】 (de)新辞書移行以前",0,0,0,""
"niy'yei","〈代名詞〉 誰・だれ","【造語】 このうちの誰より　などの誰、不定の代名詞
【造語】 (de)新辞書移行以前
cf:〈派生〉 qursse
cf:〈似義〉 Qeince",0,0,0,""
"osse","〈代名詞〉 これ
〈形容詞〉 この","【語法】
近くにあるもの、または既に話題に出た名詞の代わりに使用する。
【造語】 (de)新辞書移行以前
cf:〈似義〉 azqi
cf:〈派生〉 osni",0,0,0,""
"pegdi","〈名詞〉 妻・婚約者","【造語】 (de)新辞書移行以前",0,0,0,""
"Qeince","〈代名詞〉 誰かが・誰かを","【語法】
何者かが不明な時に使う。不定というより、非限定の代名詞。
例：Qeince xrdini noka esse 誰か(何者か)があの林檎を食べた。
【造語】 (de)新辞書移行以前
cf:〈似義〉 niy'yei",0,0,0,""
"qursse","〈代名詞〉 誰が・誰もが","【造語】 主語としてのniy'yei。
【造語】 (de)新辞書移行以前
cf:〈派生〉 niy'yei",0,0,0,""
"tew","〈代名詞〉 貴方・君・そちら","【語法】
kylaの丁寧な形
【造語】 (de)新辞書移行以前",0,0,0,""
"we","〈代名詞〉 私・我・わたし","【語法】
私、複数形で私達、この私達は相手を含まない。稀にwesとも発音する。もっとも中核的な一人称。
【造語】 (de)新辞書移行以前",0,0,0,""
"wey","〈代名詞〉 私(ワタクシ)","【語法】
丁寧形の一つ、相手を上げる言い方。 
【造語】 (de)新辞書移行以前",0,0,0,""
"Xine","〈代名詞〉 あそこ・(指を指して)そこ","【造語】 (de)新辞書移行以前",0,0,0,""
"yuta","〈代名詞〉 何か","【造語】 (de)新辞書移行以前",0,0,0,""
"Cel","〈名詞〉 シェル暦・出暦","【造語】 (de)新辞書移行以前
【変更】 h300504 cel Cel (de)",0,0,0,""
"cykk","〈単位〉 日
〈名詞〉 一日","【造語】 (de)新辞書移行以前",0,0,0,""
"delk","〈単位〉 デルク","【造語】 通貨単位、主に出国とその属国で使われる。 
【造語】 (de)新辞書移行以前",0,0,0,""
"eCrgin","〈単位〉 段階・フェーズ・状態","【語法】
iZdと違い、特に具体的なものに使う。
【造語】 (de)新辞書移行以前
cf:〈似義〉 iZd",0,0,0,""
"iZd","〈単位〉 バージョン・段階","【語法】
eCrginと違い、抽象的なものに使う。
【造語】 (de)新辞書移行以前
cf:〈似義〉 eCrgin",0,0,0,""
"kukk","〈単位〉 時
〈名詞〉 一時間","【造語】 (de)新辞書移行以前",0,0,0,""
"nakk","〈単位〉 分","【造語】 (de)新辞書移行以前",0,0,0,""
"qr'a","〈名詞〉 ニーア
〈単位〉 ニーア","【語法】
通貨の単位、主にニャン大陸で使われる。旧くにQaNQarより移行した。
【造語】 (de)新辞書移行以前
【変更】 h291102 qrA qr'a (de)",0,0,0,""
"vakk","〈単位〉 秒","【造語】 (de)新辞書移行以前",0,0,0,""
